location_id,location,year,sex,ages,risk,exposure min,exposure mean,exposure max
131,Nicaragua,2011,Both,1 to 4,Discontinued breastfeeding,101.30748228587204,650.6126813023454,1948.7694789805214
131,Nicaragua,2011,Both,Late Neonatal,Non-exclusive breastfeeding,51.80790804910127,203.46502970819276,557.6721147003391
131,Nicaragua,2011,Both,Post Neonatal,Discontinued breastfeeding,37.25882773312584,255.0323337759999,765.5804796149531
131,Nicaragua,2011,Both,Post Neonatal,Non-exclusive breastfeeding,645.4241693859722,1908.0104989348106,4409.770390793013
132,Panama,2011,Both,1 to 4,Discontinued breastfeeding,67.87441490110746,354.23044388546646,917.1607634565188
132,Panama,2011,Both,Late Neonatal,Non-exclusive breastfeeding,30.588715148699443,98.02590331147503,239.3323150323399
132,Panama,2011,Both,Post Neonatal,Discontinued breastfeeding,23.549846339610596,121.6383975326249,318.99814653344254
132,Panama,2011,Both,Post Neonatal,Non-exclusive breastfeeding,426.6712352819591,1019.6365636373623,2071.3236209358624
133,Venezuela (Bolivarian Republic of),2011,Both,1 to 4,Discontinued breastfeeding,395.6876285999897,2106.9518998888966,5815.100556783796
133,Venezuela (Bolivarian Republic of),2011,Both,Late Neonatal,Non-exclusive breastfeeding,299.91112572577015,836.9043751220095,1869.6733226052374
133,Venezuela (Bolivarian Republic of),2011,Both,Post Neonatal,Discontinued breastfeeding,149.86087111562725,748.6071825834016,1932.1714540434225
133,Venezuela (Bolivarian Republic of),2011,Both,Post Neonatal,Non-exclusive breastfeeding,3903.3155985083163,7935.773679004195,14505.65711006987
134,Tropical Latin America,2011,Both,1 to 4,Discontinued breastfeeding,2906.611547742485,16907.319503833092,49680.3720579243
134,Tropical Latin America,2011,Both,Late Neonatal,Non-exclusive breastfeeding,2354.3206448885653,4656.992034522154,8248.533708294593
134,Tropical Latin America,2011,Both,Post Neonatal,Discontinued breastfeeding,2258.7227300721934,9976.997604160662,23629.74234555349
134,Tropical Latin America,2011,Both,Post Neonatal,Non-exclusive breastfeeding,26608.528635824645,51155.50557376509,89981.85142702395
135,Brazil,2011,Both,1 to 4,Discontinued breastfeeding,2790.7675880572533,16363.719353986055,48384.93605715212
135,Brazil,2011,Both,Late Neonatal,Non-exclusive breastfeeding,2240.894221703135,4523.297168609694,8107.229684309906
135,Brazil,2011,Both,Post Neonatal,Discontinued breastfeeding,2194.609178620177,9782.44966866964,23321.94211509378
135,Brazil,2011,Both,Post Neonatal,Non-exclusive breastfeeding,25571.50110058001,49772.37276664098,88371.59340171888
136,Paraguay,2011,Both,1 to 4,Discontinued breastfeeding,66.79422405154375,671.0558240470048,2446.3629949193673
136,Paraguay,2011,Both,Late Neonatal,Non-exclusive breastfeeding,41.22274849814831,158.16718293676362,427.89746022523354
136,Paraguay,2011,Both,Post Neonatal,Discontinued breastfeeding,32.36647238632876,213.25037276212262,622.7080200804361
136,Paraguay,2011,Both,Post Neonatal,Non-exclusive breastfeeding,517.837583872072,1549.743352796265,3609.2246170283
137,North Africa and Middle East,2011,Both,1 to 4,Discontinued breastfeeding,7554.013920468042,57201.71674836219,184561.63183325756
137,North Africa and Middle East,2011,Both,Late Neonatal,Non-exclusive breastfeeding,5093.890904463343,24313.513340426773,69925.68327461425
137,North Africa and Middle East,2011,Both,Post Neonatal,Discontinued breastfeeding,2661.3025462350292,15821.153755024692,44434.99935970918
137,North Africa and Middle East,2011,Both,Post Neonatal,Non-exclusive breastfeeding,66060.40311206735,213447.83219293464,506376.01462118205
138,North Africa and Middle East,2011,Both,1 to 4,Discontinued breastfeeding,7554.013920468042,57201.71674836219,184561.63183325756
138,North Africa and Middle East,2011,Both,Late Neonatal,Non-exclusive breastfeeding,5093.890904463343,24313.513340426773,69925.68327461425
138,North Africa and Middle East,2011,Both,Post Neonatal,Discontinued breastfeeding,2661.3025462350292,15821.153755024692,44434.99935970918
138,North Africa and Middle East,2011,Both,Post Neonatal,Non-exclusive breastfeeding,66060.40311206735,213447.83219293464,506376.01462118205
139,Algeria,2011,Both,1 to 4,Discontinued breastfeeding,365.2509727225151,4965.80895251981,20870.358414358132
139,Algeria,2011,Both,Late Neonatal,Non-exclusive breastfeeding,239.11392093607682,1991.9734453866458,7425.261502671648
139,Algeria,2011,Both,Post Neonatal,Discontinued breastfeeding,214.79586387823952,2941.7916075974927,12031.589859399939
139,Algeria,2011,Both,Post Neonatal,Non-exclusive breastfeeding,2631.672770880828,19592.309990885227,70369.99276716569
140,Bahrain,2011,Both,1 to 4,Discontinued breastfeeding,12.390165035095507,94.9092239311378,328.6736879542061
140,Bahrain,2011,Both,Late Neonatal,Non-exclusive breastfeeding,4.268125556253596,15.12844937018579,39.34431034951686
140,Bahrain,2011,Both,Post Neonatal,Discontinued breastfeeding,6.347133985500217,44.929763431984846,145.28195347561848
140,Bahrain,2011,Both,Post Neonatal,Non-exclusive breastfeeding,42.43857636084666,165.74884415013372,454.8219247948995
141,Egypt,2011,Both,1 to 4,Discontinued breastfeeding,1536.8519894577805,14377.852618347004,51950.71555140319
141,Egypt,2011,Both,Late Neonatal,Non-exclusive breastfeeding,713.7054227129285,5511.492478766711,19042.55867474133
141,Egypt,2011,Both,Post Neonatal,Discontinued breastfeeding,327.9009922449342,2438.9163832087893,7693.925915240667
141,Egypt,2011,Both,Post Neonatal,Non-exclusive breastfeeding,10430.004519371872,45086.64475614821,124691.54519916596
142,Iran (Islamic Republic of),2011,Both,1 to 4,Discontinued breastfeeding,445.5976100389425,2983.5056381294007,9524.441340616224
142,Iran (Islamic Republic of),2011,Both,Late Neonatal,Non-exclusive breastfeeding,841.7887712919315,1629.2402979575506,2833.905500166007
142,Iran (Islamic Republic of),2011,Both,Post Neonatal,Discontinued breastfeeding,165.94040702094097,840.8835839683459,2114.1725659379636
142,Iran (Islamic Republic of),2011,Both,Post Neonatal,Non-exclusive breastfeeding,6874.140498876248,14215.4539726718,26308.600466314372
143,Iraq,2011,Both,1 to 4,Discontinued breastfeeding,621.3438738648123,5184.55216091274,17660.168437869637
143,Iraq,2011,Both,Late Neonatal,Non-exclusive breastfeeding,507.06624546561153,2134.270576229775,5818.877269390028
143,Iraq,2011,Both,Post Neonatal,Discontinued breastfeeding,339.8258499465809,2300.206787163286,7128.433231274592
143,Iraq,2011,Both,Post Neonatal,Non-exclusive breastfeeding,5015.519392833617,19624.643540952675,52158.33125610451
144,Jordan,2011,Both,1 to 4,Discontinued breastfeeding,198.6383288531085,1323.5885792388615,4212.47891706783
144,Jordan,2011,Both,Late Neonatal,Non-exclusive breastfeeding,94.37235511873364,305.5376326966289,741.7440641757755
144,Jordan,2011,Both,Post Neonatal,Discontinued breastfeeding,74.11204897151237,452.86221549519786,1335.0245368655255
144,Jordan,2011,Both,Post Neonatal,Non-exclusive breastfeeding,969.2655691036994,3013.986434553684,7213.861541979164
145,Kuwait,2011,Both,1 to 4,Discontinued breastfeeding,37.80850254457683,268.3653151538137,888.0392785220814
145,Kuwait,2011,Both,Late Neonatal,Non-exclusive breastfeeding,30.647301945876283,89.71127164292953,207.0683387967442
145,Kuwait,2011,Both,Post Neonatal,Discontinued breastfeeding,22.102529487300814,135.56141558900276,404.28871960436067
145,Kuwait,2011,Both,Post Neonatal,Non-exclusive breastfeeding,294.35428720174315,889.2400659683153,2087.986041306357
146,Lebanon,2011,Both,1 to 4,Discontinued breastfeeding,41.751356721582674,793.8883813337966,3608.2697863916646
146,Lebanon,2011,Both,Late Neonatal,Non-exclusive breastfeeding,35.075306486064555,278.17756853556006,984.5178817960756
146,Lebanon,2011,Both,Post Neonatal,Discontinued breastfeeding,20.127471818760906,348.5320699531222,1536.6096632731742
146,Lebanon,2011,Both,Post Neonatal,Non-exclusive breastfeeding,323.1592418025496,3121.3032535224565,12239.103388728105
147,Libya,2011,Both,1 to 4,Discontinued breastfeeding,25.77642296860504,756.4245889248631,4112.834263438809
147,Libya,2011,Both,Late Neonatal,Non-exclusive breastfeeding,24.39666984603032,202.76555554010105,738.7960441935021
147,Libya,2011,Both,Post Neonatal,Discontinued breastfeeding,12.072376942679886,220.52676666771833,991.7492612051399
147,Libya,2011,Both,Post Neonatal,Non-exclusive breastfeeding,213.6594508763717,2081.315451562733,8230.078734781953
148,Morocco,2011,Both,1 to 4,Discontinued breastfeeding,485.87190268913275,5081.265244524404,19682.154347945005
148,Morocco,2011,Both,Late Neonatal,Non-exclusive breastfeeding,157.51470987712435,2470.903240987303,10744.355330226683
148,Morocco,2011,Both,Post Neonatal,Discontinued breastfeeding,180.84435390219107,2424.2251686460027,9716.625185170824
148,Morocco,2011,Both,Post Neonatal,Non-exclusive breastfeeding,2604.0517170204253,18614.58992674129,64884.50685803607
149,Palestine,2011,Both,1 to 4,Discontinued breastfeeding,116.58220449484129,824.5401842204305,2609.114951351704
149,Palestine,2011,Both,Late Neonatal,Non-exclusive breastfeeding,51.26931868386357,207.90488525771804,560.5158334095198
149,Palestine,2011,Both,Post Neonatal,Discontinued breastfeeding,24.212427901287768,219.92731432134255,757.0582387391734
149,Palestine,2011,Both,Post Neonatal,Non-exclusive breastfeeding,511.49609997765583,2310.4324928750752,6714.484827666959
150,Oman,2011,Both,1 to 4,Discontinued breastfeeding,23.682659000043284,282.070859956871,1157.6250210306534
150,Oman,2011,Both,Late Neonatal,Non-exclusive breastfeeding,16.713409152178595,106.22393290779947,356.28496810194247
150,Oman,2011,Both,Post Neonatal,Discontinued breastfeeding,7.902443542446602,92.9192774332062,363.10786186841307
150,Oman,2011,Both,Post Neonatal,Non-exclusive breastfeeding,165.6057533445536,995.2445506831248,3336.6546986291337
151,Qatar,2011,Both,1 to 4,Discontinued breastfeeding,10.389596723882082,110.18128211593012,428.6370543248435
151,Qatar,2011,Both,Late Neonatal,Non-exclusive breastfeeding,6.4952461448563685,36.180463924892486,117.10537736907926
151,Qatar,2011,Both,Post Neonatal,Discontinued breastfeeding,6.197054120084553,55.450495690866624,195.75914985725456
151,Qatar,2011,Both,Post Neonatal,Non-exclusive breastfeeding,74.72602381936743,347.91021861148226,1044.2068793799876
152,Saudi Arabia,2011,Both,1 to 4,Discontinued breastfeeding,225.16482438368232,2196.6423947827916,8180.921894239062
152,Saudi Arabia,2011,Both,Late Neonatal,Non-exclusive breastfeeding,125.48840586373079,653.6849843550366,2069.551138432298
152,Saudi Arabia,2011,Both,Post Neonatal,Discontinued breastfeeding,76.1901478885309,678.7456059090007,2409.588248800485
152,Saudi Arabia,2011,Both,Post Neonatal,Non-exclusive breastfeeding,1449.7797197125758,6437.207013068916,18955.48514701492
153,Syrian Arab Republic,2011,Both,1 to 4,Discontinued breastfeeding,203.45536261975678,1803.5758437969826,6320.2451795285115
153,Syrian Arab Republic,2011,Both,Late Neonatal,Non-exclusive breastfeeding,95.80772656309253,704.6476556353902,2481.480972026853
153,Syrian Arab Republic,2011,Both,Post Neonatal,Discontinued breastfeeding,53.05952964300182,530.0424396574995,1905.7078943138235
153,Syrian Arab Republic,2011,Both,Post Neonatal,Non-exclusive breastfeeding,1196.6954428238269,6555.126476645902,20722.149804143315
154,Tunisia,2011,Both,1 to 4,Discontinued breastfeeding,44.96199373331066,1908.3055164452899,10877.369415977717
154,Tunisia,2011,Both,Late Neonatal,Non-exclusive breastfeeding,23.008028476797616,905.466859656844,5085.225087377461
154,Tunisia,2011,Both,Post Neonatal,Discontinued breastfeeding,27.12252066352712,1010.179450894362,5417.942669654147
154,Tunisia,2011,Both,Post Neonatal,Non-exclusive breastfeeding,334.23233527046904,7624.714976425965,38824.465472476164
155,Turkey,2011,Both,1 to 4,Discontinued breastfeeding,744.3510463801645,5364.598563563015,17890.99587138771
155,Turkey,2011,Both,Late Neonatal,Non-exclusive breastfeeding,373.9971228863217,1687.7404500683592,4900.834318675217
155,Turkey,2011,Both,Post Neonatal,Discontinued breastfeeding,272.5889716228478,2145.183056660334,7073.551269164864
155,Turkey,2011,Both,Post Neonatal,Non-exclusive breastfeeding,4231.385124593611,17038.63379344781,47235.301147382
156,United Arab Emirates,2011,Both,1 to 4,Discontinued breastfeeding,48.36584878749005,599.8605240130652,2582.2059791919446
156,United Arab Emirates,2011,Both,Late Neonatal,Non-exclusive breastfeeding,16.62634052353797,112.8706586615893,394.96464639460805
156,United Arab Emirates,2011,Both,Post Neonatal,Discontinued breastfeeding,12.96318825975919,257.01054043407976,1194.0068373986805
156,United Arab Emirates,2011,Both,Post Neonatal,Non-exclusive breastfeeding,140.84369499766422,1394.4616083078834,5759.424498377238
157,Yemen,2011,Both,1 to 4,Discontinued breastfeeding,552.3986276280403,12318.121776919159,57381.37229912079
157,Yemen,2011,Both,Late Neonatal,Non-exclusive breastfeeding,178.64418390467878,5366.204293034327,26010.67881672499
157,Yemen,2011,Both,Post Neonatal,Discontinued breastfeeding,186.44556471673917,3375.239534729398,14284.764512302147
157,Yemen,2011,Both,Post Neonatal,Non-exclusive breastfeeding,3876.9464693400414,39955.1660273749,151249.86463084197
158,South Asia,2011,Both,1 to 4,Discontinued breastfeeding,8637.237620225002,49525.89564698183,138298.31146196264
158,South Asia,2011,Both,Late Neonatal,Non-exclusive breastfeeding,14334.21804465875,33612.78892085211,66168.99880328291
158,South Asia,2011,Both,Post Neonatal,Discontinued breastfeeding,2978.850069786948,14296.063789145011,35167.9997744647
158,South Asia,2011,Both,Post Neonatal,Non-exclusive breastfeeding,118775.66172638234,263198.7240206446,502937.16057494533
159,South Asia,2011,Both,1 to 4,Discontinued breastfeeding,8637.237620225002,49525.89564698183,138298.31146196264
159,South Asia,2011,Both,Late Neonatal,Non-exclusive breastfeeding,14334.21804465875,33612.78892085211,66168.99880328291
159,South Asia,2011,Both,Post Neonatal,Discontinued breastfeeding,2978.850069786948,14296.063789145011,35167.9997744647
159,South Asia,2011,Both,Post Neonatal,Non-exclusive breastfeeding,118775.66172638234,263198.7240206446,502937.16057494533
160,Afghanistan,2011,Both,1 to 4,Discontinued breastfeeding,463.6485055500246,6307.119698638817,25880.078125316577
160,Afghanistan,2011,Both,Late Neonatal,Non-exclusive breastfeeding,307.61596843498165,2705.7438588251894,9832.703509168907
160,Afghanistan,2011,Both,Post Neonatal,Discontinued breastfeeding,326.4200679652612,3544.1471439672605,12964.628358238007
160,Afghanistan,2011,Both,Post Neonatal,Non-exclusive breastfeeding,3643.37750276163,21019.18845464027,65883.2099778653
161,Bangladesh,2011,Both,1 to 4,Discontinued breastfeeding,145.27919455492744,1218.0459444284675,4169.973824143116
161,Bangladesh,2011,Both,Late Neonatal,Non-exclusive breastfeeding,277.85151500249697,1996.9812043967393,7100.716972497323
161,Bangladesh,2011,Both,Post Neonatal,Discontinued breastfeeding,39.80212991580787,323.37391133236855,1090.8149487378146
161,Bangladesh,2011,Both,Post Neonatal,Non-exclusive breastfeeding,3156.0713261585056,13745.731915867415,38719.496525597264
162,Bhutan,2011,Both,1 to 4,Discontinued breastfeeding,0.7807768412115415,57.005135459228626,369.95200849202786
162,Bhutan,2011,Both,Late Neonatal,Non-exclusive breastfeeding,0.8883371992553434,33.779374918766834,201.3066793137044
162,Bhutan,2011,Both,Post Neonatal,Discontinued breastfeeding,0.029594258117555707,1.9998903929004332,12.205693985494957
162,Bhutan,2011,Both,Post Neonatal,Non-exclusive breastfeeding,8.465182192601972,269.2968509931908,1513.6519662398384
163,India,2011,Both,1 to 4,Discontinued breastfeeding,3307.0322249082305,22575.047070462213,69566.58696362346
163,India,2011,Both,Late Neonatal,Non-exclusive breastfeeding,9164.443905441483,23821.63712440484,49907.87596495996
163,India,2011,Both,Post Neonatal,Discontinued breastfeeding,1453.1619764651352,7679.400348326593,19879.084560987325
163,India,2011,Both,Post Neonatal,Non-exclusive breastfeeding,71233.09826522232,172542.02308747283,345413.35351624625
164,Nepal,2011,Both,1 to 4,Discontinued breastfeeding,56.847696088209595,620.8261108410092,2391.3698835315554
164,Nepal,2011,Both,Late Neonatal,Non-exclusive breastfeeding,90.13756109284745,784.0319825178229,3001.9531718684293
164,Nepal,2011,Both,Post Neonatal,Discontinued breastfeeding,13.04092382054324,151.00047268009007,564.8344257332627
164,Nepal,2011,Both,Post Neonatal,Non-exclusive breastfeeding,935.153319377571,5053.813099648448,15858.54955395087
165,Pakistan,2011,Both,1 to 4,Discontinued breastfeeding,3892.0702773558355,25029.785835107028,75902.19939325075
165,Pakistan,2011,Both,Late Neonatal,Non-exclusive breastfeeding,2060.311585964191,9201.899769793243,26497.85716333039
165,Pakistan,2011,Both,Post Neonatal,Discontinued breastfeeding,1129.2917754695577,6419.726620840382,18258.543202292236
165,Pakistan,2011,Both,Post Neonatal,Non-exclusive breastfeeding,25309.528615810268,76057.18911513076,177264.20400733495
166,Sub-Saharan Africa,2011,Both,1 to 4,Discontinued breastfeeding,18787.549768518744,93781.58706780087,239098.68515808313
166,Sub-Saharan Africa,2011,Both,Late Neonatal,Non-exclusive breastfeeding,24177.518711038287,51778.221056979295,96244.42176372357
166,Sub-Saharan Africa,2011,Both,Post Neonatal,Discontinued breastfeeding,5568.654895941923,22314.72640739467,50920.74119084342
166,Sub-Saharan Africa,2011,Both,Post Neonatal,Non-exclusive breastfeeding,268346.73171222064,520266.0762637142,906358.6178388561
167,Central Sub-Saharan Africa,2011,Both,1 to 4,Discontinued breastfeeding,1666.259785428318,23323.359584907113,94481.49790228269
167,Central Sub-Saharan Africa,2011,Both,Late Neonatal,Non-exclusive breastfeeding,861.498233881524,12496.68831869286,54038.62901304503
167,Central Sub-Saharan Africa,2011,Both,Post Neonatal,Discontinued breastfeeding,318.27085798173056,2952.6684530631132,10032.911035209201
167,Central Sub-Saharan Africa,2011,Both,Post Neonatal,Non-exclusive breastfeeding,18325.878238991256,92365.3310788081,277264.8180287558
168,Angola,2011,Both,1 to 4,Discontinued breastfeeding,545.1146804667758,4199.060451394143,13815.445208423751
168,Angola,2011,Both,Late Neonatal,Non-exclusive breastfeeding,281.1165461180233,2474.7266703322684,9219.29015072751
168,Angola,2011,Both,Post Neonatal,Discontinued breastfeeding,120.10118725703751,857.3143617763353,2724.6838238066143
168,Angola,2011,Both,Post Neonatal,Non-exclusive breastfeeding,5247.64732917733,19868.087616673074,52737.29309105892
169,Central African Republic,2011,Both,1 to 4,Discontinued breastfeeding,91.51614605792285,931.6998538735539,3356.4349867758133
169,Central African Republic,2011,Both,Late Neonatal,Non-exclusive breastfeeding,62.271002564496776,440.77813922138404,1482.2678087617421
169,Central African Republic,2011,Both,Post Neonatal,Discontinued breastfeeding,13.822822352023254,121.21463418132463,413.67074891739975
169,Central African Republic,2011,Both,Post Neonatal,Non-exclusive breastfeeding,860.1825336993448,4034.0764142114112,11727.147637396452
170,Congo,2011,Both,1 to 4,Discontinued breastfeeding,127.04375820386845,1592.6292900328563,6521.976959963305
170,Congo,2011,Both,Late Neonatal,Non-exclusive breastfeeding,40.56215585176229,427.62554597665206,1687.2214261435465
170,Congo,2011,Both,Post Neonatal,Discontinued breastfeeding,24.701585121182877,231.61963512370872,831.821137475621
170,Congo,2011,Both,Post Neonatal,Non-exclusive breastfeeding,741.6079723936288,3820.28578145024,11644.412984123352
171,Democratic Republic of the Congo,2011,Both,1 to 4,Discontinued breastfeeding,479.7085050742929,26113.31361862679,143181.59816359758
171,Democratic Republic of the Congo,2011,Both,Late Neonatal,Non-exclusive breastfeeding,287.20807191243375,14323.722396566158,79954.7967337241
171,Democratic Republic of the Congo,2011,Both,Post Neonatal,Discontinued breastfeeding,97.23388148577482,2475.7033325012835,11499.866466832951
171,Democratic Republic of the Congo,2011,Both,Post Neonatal,Non-exclusive breastfeeding,6170.460673123658,86218.70337485708,367271.3491057777
172,Equatorial Guinea,2011,Both,1 to 4,Discontinued breastfeeding,10.442801034552032,276.6017276660225,1465.3963930436923
172,Equatorial Guinea,2011,Both,Late Neonatal,Non-exclusive breastfeeding,8.467484023471027,92.35023232412507,378.4896375117251
172,Equatorial Guinea,2011,Both,Post Neonatal,Discontinued breastfeeding,0.766217249048117,17.888260641266964,85.92491750887534
172,Equatorial Guinea,2011,Both,Post Neonatal,Non-exclusive breastfeeding,72.92765441848411,945.9507672661244,4110.71523023573
173,Gabon,2011,Both,1 to 4,Discontinued breastfeeding,18.45378310125292,526.8887302182222,2815.9487660440163
173,Gabon,2011,Both,Late Neonatal,Non-exclusive breastfeeding,9.288574714276598,119.74265056640144,524.04218379686
173,Gabon,2011,Both,Post Neonatal,Discontinued breastfeeding,7.64373945770049,144.82408284107717,663.2069553487808
173,Gabon,2011,Both,Post Neonatal,Non-exclusive breastfeeding,109.72005525883411,1164.42058412957,4800.435614728947
174,Eastern Sub-Saharan Africa,2011,Both,1 to 4,Discontinued breastfeeding,5806.507921139473,30102.461276737977,78098.82032396663
174,Eastern Sub-Saharan Africa,2011,Both,Late Neonatal,Non-exclusive breastfeeding,7945.63031473116,16727.951456611147,30750.449985771636
174,Eastern Sub-Saharan Africa,2011,Both,Post Neonatal,Discontinued breastfeeding,1364.6210707327689,6337.679420365774,15175.747163093483
174,Eastern Sub-Saharan Africa,2011,Both,Post Neonatal,Non-exclusive breastfeeding,70375.33428143479,148412.3354957793,270652.24111714313
175,Burundi,2011,Both,1 to 4,Discontinued breastfeeding,57.62235575966119,2201.516623367163,11323.25543759906
175,Burundi,2011,Both,Late Neonatal,Non-exclusive breastfeeding,21.031279334507737,1285.8641214946017,7280.289380091872
175,Burundi,2011,Both,Post Neonatal,Discontinued breastfeeding,16.903393313063084,546.0710943983009,2701.9857571722578
175,Burundi,2011,Both,Post Neonatal,Non-exclusive breastfeeding,398.57907860867215,7535.6185576370935,34183.82255628987
176,Comoros,2011,Both,1 to 4,Discontinued breastfeeding,7.454668243082752,112.33139817524204,471.5156060145582
176,Comoros,2011,Both,Late Neonatal,Non-exclusive breastfeeding,6.053217963661538,54.41383053344153,202.80228889212373
176,Comoros,2011,Both,Post Neonatal,Discontinued breastfeeding,2.39991279386091,32.69211332498916,128.92729428035503
176,Comoros,2011,Both,Post Neonatal,Non-exclusive breastfeeding,70.12848923009778,520.5965655529051,1824.8545972490986
177,Djibouti,2011,Both,1 to 4,Discontinued breastfeeding,11.452186723010522,213.59077166699814,1039.2691831098343
177,Djibouti,2011,Both,Late Neonatal,Non-exclusive breastfeeding,7.630833643928694,100.26532086645967,437.15646996163946
177,Djibouti,2011,Both,Post Neonatal,Discontinued breastfeeding,4.250826003861131,80.75183510283712,372.2804277657652
177,Djibouti,2011,Both,Post Neonatal,Non-exclusive breastfeeding,84.41089556300255,966.0702854346434,4079.648450076825
178,Eritrea,2011,Both,1 to 4,Discontinued breastfeeding,52.2668514495011,532.8643164703166,2031.8625978838074
178,Eritrea,2011,Both,Late Neonatal,Non-exclusive breastfeeding,47.55106440961952,341.02682851998077,1171.2908677950213
178,Eritrea,2011,Both,Post Neonatal,Discontinued breastfeeding,10.86345600836201,125.33146039489245,466.60215123355215
178,Eritrea,2011,Both,Post Neonatal,Non-exclusive breastfeeding,499.17118913792916,2929.2975396710367,9400.186174621645
179,Ethiopia,2011,Both,1 to 4,Discontinued breastfeeding,739.7247317262478,4795.002562588432,14638.48947378864
179,Ethiopia,2011,Both,Late Neonatal,Non-exclusive breastfeeding,1222.0586725546873,3978.1900446801933,9472.253191916907
179,Ethiopia,2011,Both,Post Neonatal,Discontinued breastfeeding,193.03854365671646,1111.8288810271733,3092.007484724623
179,Ethiopia,2011,Both,Post Neonatal,Non-exclusive breastfeeding,11721.41631816008,32561.52758080813,71149.86471984656
180,Kenya,2011,Both,1 to 4,Discontinued breastfeeding,486.3249583585708,2845.6701601857867,8141.241989310594
180,Kenya,2011,Both,Late Neonatal,Non-exclusive breastfeeding,666.6973046694249,2077.4250457962044,4881.888164899183
180,Kenya,2011,Both,Post Neonatal,Discontinued breastfeeding,83.21250178874338,512.1926054565688,1444.7222481208767
180,Kenya,2011,Both,Post Neonatal,Non-exclusive breastfeeding,5963.332546367652,16399.436318148324,36506.19872780323
181,Madagascar,2011,Both,1 to 4,Discontinued breastfeeding,406.5253695637245,3272.6265840474016,11321.965547321948
181,Madagascar,2011,Both,Late Neonatal,Non-exclusive breastfeeding,298.20360495496845,1538.9347046290773,4655.683012118757
181,Madagascar,2011,Both,Post Neonatal,Discontinued breastfeeding,44.815248020698505,385.5080120394483,1315.719118868144
181,Madagascar,2011,Both,Post Neonatal,Non-exclusive breastfeeding,3324.734933446176,14023.207463022392,39405.62532893815
182,Malawi,2011,Both,1 to 4,Discontinued breastfeeding,158.52272531218657,1326.4956479824543,4316.357494503839
182,Malawi,2011,Both,Late Neonatal,Non-exclusive breastfeeding,113.66029748547174,892.4833146923133,3204.323126854026
182,Malawi,2011,Both,Post Neonatal,Discontinued breastfeeding,38.385807873871606,294.0922596258278,916.412084146258
182,Malawi,2011,Both,Post Neonatal,Non-exclusive breastfeeding,1906.1549438030631,6944.893024758257,17780.59253151202
183,Mauritius,2011,Both,1 to 4,Discontinued breastfeeding,6.411668220693803,47.07503409984378,158.6592385140431
183,Mauritius,2011,Both,Late Neonatal,Non-exclusive breastfeeding,6.788734703713603,18.525629810058536,40.68597532881417
183,Mauritius,2011,Both,Post Neonatal,Discontinued breastfeeding,1.7565132106250938,13.594437134320506,41.59455223395148
183,Mauritius,2011,Both,Post Neonatal,Non-exclusive breastfeeding,52.40113422847185,167.00666597105206,404.2273103994492
184,Mozambique,2011,Both,1 to 4,Discontinued breastfeeding,266.7146632561579,3237.142768068839,12560.007493893796
184,Mozambique,2011,Both,Late Neonatal,Non-exclusive breastfeeding,189.12954731640608,2140.1295336365256,8863.94724634464
184,Mozambique,2011,Both,Post Neonatal,Discontinued breastfeeding,69.41680065265757,823.1591021440053,3166.655026304915
184,Mozambique,2011,Both,Post Neonatal,Non-exclusive breastfeeding,2811.162626470994,16949.10230486623,56063.693974800306
185,Rwanda,2011,Both,1 to 4,Discontinued breastfeeding,88.99513444311015,722.4087351201174,2383.0745552126386
185,Rwanda,2011,Both,Late Neonatal,Non-exclusive breastfeeding,38.059232890766424,243.68755117185864,819.0045955950426
185,Rwanda,2011,Both,Post Neonatal,Discontinued breastfeeding,17.840549930116996,185.5473944779318,677.4034275831958
185,Rwanda,2011,Both,Post Neonatal,Non-exclusive breastfeeding,371.2601984411995,2013.4985588153036,6316.412617969307
186,Seychelles,2011,Both,1 to 4,Discontinued breastfeeding,0.45059282019501956,4.218329360364229,15.592399956968462
186,Seychelles,2011,Both,Late Neonatal,Non-exclusive breastfeeding,0.47848822298889643,1.5836807170828757,3.961041653776444
186,Seychelles,2011,Both,Post Neonatal,Discontinued breastfeeding,0.12823972109023807,1.0083027306233956,3.2976958272621375
186,Seychelles,2011,Both,Post Neonatal,Non-exclusive breastfeeding,3.8152400779237268,14.454311887810437,38.78931983210829
187,Somalia,2011,Both,1 to 4,Discontinued breastfeeding,503.6738014624998,5073.518438700462,18203.927756121353
187,Somalia,2011,Both,Late Neonatal,Non-exclusive breastfeeding,254.13595951838812,1578.0160488273266,5191.371069496301
187,Somalia,2011,Both,Post Neonatal,Discontinued breastfeeding,148.75264753566412,1368.3896209069383,4841.370326943013
187,Somalia,2011,Both,Post Neonatal,Non-exclusive breastfeeding,2995.4117350406523,15732.686129333093,48631.23929498089
189,United Republic of Tanzania,2011,Both,1 to 4,Discontinued breastfeeding,440.6413420325544,4353.558255300049,16048.264462284027
189,United Republic of Tanzania,2011,Both,Late Neonatal,Non-exclusive breastfeeding,397.2395764253142,2906.8504189735427,10267.919166950327
189,United Republic of Tanzania,2011,Both,Post Neonatal,Discontinued breastfeeding,89.79325341596238,806.0161921259336,2841.2164304538287
189,United Republic of Tanzania,2011,Both,Post Neonatal,Non-exclusive breastfeeding,4644.106038667653,21637.617258797873,63973.955994535
190,Uganda,2011,Both,1 to 4,Discontinued breastfeeding,600.5711955376017,6239.672946020767,24006.122781118942
