measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,rei_id,rei_name,metric_id,metric_name,year,val,upper,lower
4,YLLs (Years of Life Lost),44639,Middle SDI,3,Both,4,Post Neonatal,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,110584.57768879071,197878.81293096373,39582.795544527304
4,YLLs (Years of Life Lost),44639,Middle SDI,3,Both,5,1 to 4,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,68989.35758524416,123889.53280422612,23381.874661863854
4,YLLs (Years of Life Lost),35649,Narok,3,Both,3,Late Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,2126.4328170674044,3630.8494235313656,706.263170401428
4,YLLs (Years of Life Lost),35649,Narok,3,Both,4,Post Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,5426.6510206175035,8554.746391441045,2263.7277002222454
4,YLLs (Years of Life Lost),35649,Narok,3,Both,4,Post Neonatal,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,151.01585572003725,336.1828863767305,34.142301483705346
4,YLLs (Years of Life Lost),35649,Narok,3,Both,5,1 to 4,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,133.8184174241538,302.45710785669667,27.512662619140798
4,YLLs (Years of Life Lost),44648,Redcar and Cleveland,3,Both,3,Late Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,0.330136017176831,0.5084868055426242,0.19288352629367014
4,YLLs (Years of Life Lost),44648,Redcar and Cleveland,3,Both,4,Post Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,1.3399484414426954,2.116955927717092,0.7647560253040795
4,YLLs (Years of Life Lost),35642,Meru,3,Both,3,Late Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,2332.5450842030887,4115.299719093891,899.663717049512
4,YLLs (Years of Life Lost),35642,Meru,3,Both,4,Post Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,7399.873852657427,11443.059436675432,3633.772147149801
4,YLLs (Years of Life Lost),35642,Meru,3,Both,4,Post Neonatal,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,139.7642025153522,307.4462509249766,34.628331348356674
4,YLLs (Years of Life Lost),35642,Meru,3,Both,5,1 to 4,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,236.9408014534083,490.8722730509255,61.59706586081938
4,YLLs (Years of Life Lost),35655,TaitaTaveta,3,Both,3,Late Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,154.6022673006988,292.20048373965244,59.797673552752435
4,YLLs (Years of Life Lost),35655,TaitaTaveta,3,Both,4,Post Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,351.0056254525985,687.7240684956726,131.25343012691053
4,YLLs (Years of Life Lost),35426,Iwate,3,Both,3,Late Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,0.8681684919398479,1.2493062878323065,0.5509777841846033
4,YLLs (Years of Life Lost),35426,Iwate,3,Both,4,Post Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,5.250556628667907,8.034296628808045,3.3410039433082503
4,YLLs (Years of Life Lost),35426,Iwate,3,Both,4,Post Neonatal,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,0.7281893153909208,1.5111489676723726,0.22924651519691283
4,YLLs (Years of Life Lost),35426,Iwate,3,Both,5,1 to 4,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,0.9825002561998254,1.929940410434007,0.3100175954152489
4,YLLs (Years of Life Lost),35663,WestPokot,3,Both,3,Late Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,3696.0749039497,6138.4937569602935,1457.5554042902747
4,YLLs (Years of Life Lost),35663,WestPokot,3,Both,4,Post Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,6362.545464638971,10033.118115933936,3099.913867212313
4,YLLs (Years of Life Lost),35663,WestPokot,3,Both,4,Post Neonatal,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,97.57532840921739,221.7231474980253,23.06014725640929
4,YLLs (Years of Life Lost),35663,WestPokot,3,Both,5,1 to 4,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,236.24461131262643,499.3980285248034,60.63358090699861
4,YLLs (Years of Life Lost),35661,Vihiga,3,Both,3,Late Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,465.40660259133705,853.8240928370249,214.71353958114932
4,YLLs (Years of Life Lost),35661,Vihiga,3,Both,4,Post Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,838.6992703677151,1420.1710687566713,403.41386710162607
4,YLLs (Years of Life Lost),35618,Bomet,3,Both,3,Late Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,1174.0587632101592,2083.1178493524453,492.66337520181594
4,YLLs (Years of Life Lost),35618,Bomet,3,Both,4,Post Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,3320.2429833361475,5409.607547167816,1703.3361845014526
4,YLLs (Years of Life Lost),35618,Bomet,3,Both,4,Post Neonatal,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,55.30026272645379,132.54980030197785,14.03754220897212
4,YLLs (Years of Life Lost),35618,Bomet,3,Both,5,1 to 4,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,25.97975156394772,60.71865639694582,5.067622846361701
4,YLLs (Years of Life Lost),35632,Kisii,3,Both,3,Late Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,2580.030454501108,4669.345134296932,1175.1156904419781
4,YLLs (Years of Life Lost),35632,Kisii,3,Both,4,Post Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,6336.316024969024,9600.50380376237,3153.5048352976796
4,YLLs (Years of Life Lost),35632,Kisii,3,Both,4,Post Neonatal,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,162.6601979483227,370.5250342182388,39.948751469838086
4,YLLs (Years of Life Lost),35632,Kisii,3,Both,5,1 to 4,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,256.47039194213147,543.0660429127882,66.83893926832792
4,YLLs (Years of Life Lost),44576,World Bank Upper Middle Income,3,Both,3,Late Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,154459.65132101893,206127.59734889987,105467.24486245029
4,YLLs (Years of Life Lost),44576,World Bank Upper Middle Income,3,Both,4,Post Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,499956.615810739,695995.6951734181,328585.7984263044
4,YLLs (Years of Life Lost),35630,Kilifi,3,Both,3,Late Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,2534.835141982671,4216.30359527695,1156.7338796416254
4,YLLs (Years of Life Lost),35630,Kilifi,3,Both,4,Post Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,10004.30928679297,15908.922255846757,5482.800470466031
4,YLLs (Years of Life Lost),35630,Kilifi,3,Both,4,Post Neonatal,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,275.57757715622733,625.1726095166624,63.50359594593857
4,YLLs (Years of Life Lost),35630,Kilifi,3,Both,5,1 to 4,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,288.81729798582245,644.8470764219783,79.30582732575263
4,YLLs (Years of Life Lost),35654,Siaya,3,Both,3,Late Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,461.1007704099884,912.3820655096177,149.6042273763075
4,YLLs (Years of Life Lost),35654,Siaya,3,Both,4,Post Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,2184.6256086401786,4772.9977036087175,685.8781330171593
4,YLLs (Years of Life Lost),4755,Ceará,3,Both,3,Late Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,334.485827006942,573.2789275052268,180.10353528564667
4,YLLs (Years of Life Lost),4755,Ceará,3,Both,4,Post Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,11531.400188974552,16920.13590629807,7376.96291902977
4,YLLs (Years of Life Lost),4755,Ceará,3,Both,4,Post Neonatal,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,2185.3824430847208,4174.527644140934,679.9678112062096
4,YLLs (Years of Life Lost),4755,Ceará,3,Both,5,1 to 4,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,99.13849983083081,199.90479043586382,30.295622101464456
4,YLLs (Years of Life Lost),44634,High-middle SDI,3,Both,3,Late Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,25105.232417929583,33346.48905623675,18316.48438032416
4,YLLs (Years of Life Lost),44634,High-middle SDI,3,Both,4,Post Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,115947.79077586385,156369.92318450613,83939.3019107441
4,YLLs (Years of Life Lost),44634,High-middle SDI,3,Both,4,Post Neonatal,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,12713.825716629468,23101.33708212348,4599.241359920451
4,YLLs (Years of Life Lost),44634,High-middle SDI,3,Both,5,1 to 4,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,8320.037116384092,15698.905822853249,2800.346218320763
4,YLLs (Years of Life Lost),44575,World Bank High Income,3,Both,3,Late Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,3780.7135294916775,4832.9785920076365,2820.319598348704
4,YLLs (Years of Life Lost),44575,World Bank High Income,3,Both,4,Post Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,12714.847206038075,16816.848537559512,9134.738373390988
4,YLLs (Years of Life Lost),44591,World Bank Income Levels,3,Both,3,Late Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,2211964.128249853,2847707.0212553656,1638559.641320332
4,YLLs (Years of Life Lost),44591,World Bank Income Levels,3,Both,4,Post Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,11068178.83448628,14386219.104346795,7987056.34703803
4,YLLs (Years of Life Lost),44591,World Bank Income Levels,3,Both,4,Post Neonatal,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,577013.5871968289,1031565.7182279959,205843.04332520004
4,YLLs (Years of Life Lost),44591,World Bank Income Levels,3,Both,5,1 to 4,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,638722.699545934,1149007.8477716956,211205.52294220103
4,YLLs (Years of Life Lost),44567,Eastern Mediterranean Region,3,Both,3,Late Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,354442.46913560515,563015.0809497797,217067.3195085825
4,YLLs (Years of Life Lost),44567,Eastern Mediterranean Region,3,Both,4,Post Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,1564330.8080547918,2263321.9130168506,1057113.5752862922
4,YLLs (Years of Life Lost),44567,Eastern Mediterranean Region,3,Both,4,Post Neonatal,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,122948.64933960511,224813.1371365936,41715.90816925118
4,YLLs (Years of Life Lost),44567,Eastern Mediterranean Region,3,Both,5,1 to 4,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,111595.93491834999,206361.20503103084,36719.29208373687
4,YLLs (Years of Life Lost),44649,County Durham,3,Both,3,Late Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,1.5553166065664417,2.422261046570344,0.9184715095614314
4,YLLs (Years of Life Lost),44649,County Durham,3,Both,4,Post Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,4.750217358201673,7.580819357997081,2.7401404980992936
4,YLLs (Years of Life Lost),35642,Meru,3,Both,3,Late Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,547.7068120877291,1059.5870258156203,238.46137889939655
4,YLLs (Years of Life Lost),35642,Meru,3,Both,4,Post Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,1001.3947545294596,1994.5157727574822,432.1277602498866
4,YLLs (Years of Life Lost),35444,Gifu,3,Both,3,Late Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,3.298248429774013,4.993289236964777,1.995413782934936
4,YLLs (Years of Life Lost),35444,Gifu,3,Both,4,Post Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,12.674707067996362,19.680087192513078,6.982254052671143
4,YLLs (Years of Life Lost),44643,Darlington,3,Both,3,Late Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,0.08550691661362389,0.12871712533324153,0.05444612233241464
4,YLLs (Years of Life Lost),44643,Darlington,3,Both,4,Post Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,0.12347848769948051,0.19488472726056366,0.07548110165355995
4,YLLs (Years of Life Lost),44643,Darlington,3,Both,4,Post Neonatal,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,0.04176925509607216,0.08174941929390019,0.013554528750252603
4,YLLs (Years of Life Lost),44643,Darlington,3,Both,5,1 to 4,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,0.040471982115899266,0.08059626176880372,0.012781649200112611
4,YLLs (Years of Life Lost),35430,Fukushima,3,Both,3,Late Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,2.0459662550231044,3.16879306234217,1.1403149408292714
4,YLLs (Years of Life Lost),35430,Fukushima,3,Both,4,Post Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,14.307132840708663,22.468283799666434,8.18355020121183
4,YLLs (Years of Life Lost),44653,Sunderland,3,Both,3,Late Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,0.2141905978646948,0.3064826259529954,0.13868973041629512
4,YLLs (Years of Life Lost),44653,Sunderland,3,Both,4,Post Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,0.7812084695443844,1.2540031289399214,0.45426713040315025
4,YLLs (Years of Life Lost),44653,Sunderland,3,Both,4,Post Neonatal,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,0.26498195093697935,0.5102845667639376,0.08751488495656401
4,YLLs (Years of Life Lost),44653,Sunderland,3,Both,5,1 to 4,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,0.1442943384770663,0.28156001879278286,0.04210242705191649
4,YLLs (Years of Life Lost),44639,Middle SDI,3,Both,3,Late Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,376504.4663605532,555885.4195828654,213962.7035259296
4,YLLs (Years of Life Lost),44639,Middle SDI,3,Both,4,Post Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,850855.0255443275,1281566.6579527308,489553.5062788237
4,YLLs (Years of Life Lost),35448,Shiga,3,Both,3,Late Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,1.5650017615236773,2.419175171194138,0.9513971528863089
4,YLLs (Years of Life Lost),35448,Shiga,3,Both,4,Post Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,9.824468400111773,14.196714156037377,6.524123906109496
4,YLLs (Years of Life Lost),35448,Shiga,3,Both,4,Post Neonatal,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,1.3472794619224457,2.829157919997946,0.40220819633793714
4,YLLs (Years of Life Lost),35448,Shiga,3,Both,5,1 to 4,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,1.322001009762291,2.6308808802336747,0.44846776571554703
4,YLLs (Years of Life Lost),44636,Low-middle SDI,3,Both,5,1 to 4,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,198765.88320709692,364512.5530183949,70095.07109062494
4,YLLs (Years of Life Lost),44663,Wirral,3,Both,3,Late Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,1.2585887742367978,1.8517803281860317,0.769732197382784
4,YLLs (Years of Life Lost),44663,Wirral,3,Both,4,Post Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,3.660368278658238,5.576768804613655,2.112427807144013
4,YLLs (Years of Life Lost),44534,Commonwealth,3,Both,3,Late Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,1402008.8367981238,2145876.5188537743,752376.070761201
4,YLLs (Years of Life Lost),44534,Commonwealth,3,Both,4,Post Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,2433044.102277152,3830174.5148758413,1263313.2584250553
4,YLLs (Years of Life Lost),35644,Mombasa,3,Both,3,Late Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,964.2843598351075,1724.4690950412703,458.47436525214664
4,YLLs (Years of Life Lost),35644,Mombasa,3,Both,4,Post Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,2944.244117223209,5532.517678403886,1386.6747128871186
4,YLLs (Years of Life Lost),35644,Mombasa,3,Both,4,Post Neonatal,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,104.92795219521264,262.5629354662097,25.568461685230897
4,YLLs (Years of Life Lost),35644,Mombasa,3,Both,5,1 to 4,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,101.44525526086329,228.93294359344372,25.336230242235846
4,YLLs (Years of Life Lost),44637,Low SDI,3,Both,3,Late Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,937607.1868176542,1438333.2024963142,507846.11789026856
4,YLLs (Years of Life Lost),44637,Low SDI,3,Both,4,Post Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,2083190.7040729173,3376140.748958424,1047682.946361337
4,YLLs (Years of Life Lost),35440,Ishikawa,3,Both,3,Late Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,1.128890603568395,1.6404094637279434,0.7406853369424802
4,YLLs (Years of Life Lost),35440,Ishikawa,3,Both,4,Post Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,5.048777828911208,7.750587120194869,3.1449244665048823
4,YLLs (Years of Life Lost),35440,Ishikawa,3,Both,4,Post Neonatal,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,0.6868095606556262,1.380989255112501,0.1958070370177593
4,YLLs (Years of Life Lost),35440,Ishikawa,3,Both,5,1 to 4,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,0.8467272283999093,1.6347608821552218,0.2818514787687983
4,YLLs (Years of Life Lost),44662,Bolton,3,Both,3,Late Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,1.5703364602883954,2.401401116440777,0.899904575803802
4,YLLs (Years of Life Lost),44662,Bolton,3,Both,4,Post Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,5.706125033163237,9.176804921891211,3.1576420013838864
4,YLLs (Years of Life Lost),35466,Kumamoto,3,Both,3,Late Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,1.3775866296857366,2.085871461673882,0.8591427049846131
4,YLLs (Years of Life Lost),35466,Kumamoto,3,Both,4,Post Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,10.086116194195032,14.760860848645802,6.363997904782991
4,YLLs (Years of Life Lost),35466,Kumamoto,3,Both,4,Post Neonatal,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,1.3771058197739259,2.8704550069678363,0.4001862984544862
4,YLLs (Years of Life Lost),35466,Kumamoto,3,Both,5,1 to 4,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,1.6083777646064001,3.026248568364746,0.541520388832992
4,YLLs (Years of Life Lost),35464,Saga,3,Both,3,Late Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,1.290930717861534,2.1292746886983376,0.7057556652169144
4,YLLs (Years of Life Lost),35464,Saga,3,Both,4,Post Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,6.2804157492695944,9.749161828350044,3.582626714235297
4,YLLs (Years of Life Lost),35646,Nairobi,3,Both,3,Late Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,1356.3529110770958,2735.7248106573825,523.3042707070387
4,YLLs (Years of Life Lost),35646,Nairobi,3,Both,4,Post Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,3444.4809246345076,5817.832180613453,1695.3165620070981
4,YLLs (Years of Life Lost),35646,Nairobi,3,Both,4,Post Neonatal,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,130.93527276595827,308.29635168081467,32.13452064586243
4,YLLs (Years of Life Lost),35646,Nairobi,3,Both,5,1 to 4,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,70.02022084651183,155.25473816545215,17.888838275996225
4,YLLs (Years of Life Lost),44651,Middlesbrough,3,Both,3,Late Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,0.15304891601199294,0.23317661076446813,0.0933012442207556
4,YLLs (Years of Life Lost),44651,Middlesbrough,3,Both,4,Post Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,0.46965806832248275,0.7051166620692003,0.28855864451652796
4,YLLs (Years of Life Lost),44651,Middlesbrough,3,Both,4,Post Neonatal,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,0.15790575467294257,0.2983157947505202,0.056523248003691316
4,YLLs (Years of Life Lost),44651,Middlesbrough,3,Both,5,1 to 4,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,0.06786025713265928,0.1349294744766954,0.02179902791337204
4,YLLs (Years of Life Lost),44565,South-East Asia Region,3,Both,3,Late Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,644474.477696736,883476.4062695805,455988.5980115015
4,YLLs (Years of Life Lost),44565,South-East Asia Region,3,Both,4,Post Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,1999253.6692321633,2747522.1082272707,1358625.6966776883
4,YLLs (Years of Life Lost),44565,South-East Asia Region,3,Both,4,Post Neonatal,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,100251.18774286889,187895.93206906904,33074.25851863906
4,YLLs (Years of Life Lost),44565,South-East Asia Region,3,Both,5,1 to 4,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,68839.74276950618,136239.16757899613,22284.903290688224
4,YLLs (Years of Life Lost),44535,Commonwealth High Income,3,Both,3,Late Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,185.76145279215808,221.4438872280934,152.85090956334014
4,YLLs (Years of Life Lost),44535,Commonwealth High Income,3,Both,4,Post Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,795.8912248620552,969.9027647364695,623.423560345971
4,YLLs (Years of Life Lost),44535,Commonwealth High Income,3,Both,4,Post Neonatal,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,181.6394152447824,314.7829578529712,68.29890941446057
4,YLLs (Years of Life Lost),44535,Commonwealth High Income,3,Both,5,1 to 4,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,64.09303190577575,113.35512942062937,22.792414945746263
4,YLLs (Years of Life Lost),44561,Asia,3,Both,3,Late Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,1169349.994621543,1801619.3986197745,629387.876370546
4,YLLs (Years of Life Lost),44561,Asia,3,Both,4,Post Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,1958573.9823339013,3074637.3136662077,1025334.841920845
4,YLLs (Years of Life Lost),44563,African Region,3,Both,3,Late Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,1140225.1938094797,1507447.3866879754,793032.147920454
4,YLLs (Years of Life Lost),44563,African Region,3,Both,4,Post Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,6914322.721261639,8957243.178521553,4904035.778581189
4,YLLs (Years of Life Lost),44563,African Region,3,Both,4,Post Neonatal,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,282562.2242047956,506169.86548727646,100253.5334065291
4,YLLs (Years of Life Lost),44563,African Region,3,Both,5,1 to 4,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,424125.8712639832,770530.1404249169,136377.98091025773
4,YLLs (Years of Life Lost),44653,Sunderland,3,Both,3,Late Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,0.8110807108391876,1.2079102364334422,0.5009276562045765
4,YLLs (Years of Life Lost),44653,Sunderland,3,Both,4,Post Neonatal,322,Lower respiratory infections,136,Non-exclusive breastfeeding,1,Number,2011,3.013757454273241,4.754747583629344,1.7683671035695048
4,YLLs (Years of Life Lost),35658,TransNzoia,3,Both,3,Late Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,1288.7514993658333,2204.5729918306142,556.1024148265718
4,YLLs (Years of Life Lost),35658,TransNzoia,3,Both,4,Post Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,2942.939481742399,4541.180365970534,1303.3727237082287
4,YLLs (Years of Life Lost),35658,TransNzoia,3,Both,4,Post Neonatal,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,146.45747957228366,319.34277108485463,37.18641714095936
4,YLLs (Years of Life Lost),35658,TransNzoia,3,Both,5,1 to 4,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,174.68652435954172,391.5045299698333,48.260052138002216
4,YLLs (Years of Life Lost),44655,Cheshire East,3,Both,3,Late Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,0.2856367386654416,0.4179224711423338,0.19201989790947055
4,YLLs (Years of Life Lost),44655,Cheshire East,3,Both,4,Post Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,0.7421506950122041,1.1761613794435077,0.44342836530643015
4,YLLs (Years of Life Lost),44655,Cheshire East,3,Both,4,Post Neonatal,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,0.2507756797216051,0.5037105317540226,0.08491940794339557
4,YLLs (Years of Life Lost),44655,Cheshire East,3,Both,5,1 to 4,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,0.08875458750566094,0.1658876145254199,0.030315899785919663
4,YLLs (Years of Life Lost),35452,Nara,3,Both,3,Late Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,0.941907418920793,1.3410689079993046,0.5892458174526188
4,YLLs (Years of Life Lost),35452,Nara,3,Both,4,Post Neonatal,302,Diarrheal diseases,136,Non-exclusive breastfeeding,1,Number,2011,6.639170070042852,9.909246795876111,4.275665747413669
4,YLLs (Years of Life Lost),35452,Nara,3,Both,4,Post Neonatal,302,Diarrheal diseases,137,Discontinued breastfeeding,1,Number,2011,0.9079385904932095,1.8871555770214894,0.2531743971778034
